player,team,points_bat,points_ball,total_points,num_POTM_awards
PWH de Silva,RCB,395.2228830409356,323.1760800097854,718.398963050721,4
CH Gayle,CSK,449.5033412322275,169.1020721718181,618.6054134040455,4
Abhishek Sharma,MI,547.1737401812688,0.0,547.1737401812688,4
C Green,KKR,333.564074074074,186.657450439285,520.2215245133591,3
Arshdeep Singh,LSG,0.0,493.769957278617,493.769957278617,3
S Dube,RR,186.7038630393996,297.2309825783972,483.9348456177969,1
SP Narine,KKR,240.9386666666666,219.0054890304317,459.9441556970984,0
Noor Ahmad,MI,0.0,456.4074522556673,456.4074522556673,1
WG Jacks,LSG,247.4546865671641,194.0511605966008,441.5058471637649,1
GJ Maxwell,DC,385.831089201878,54.43188172525962,440.2629709271376,0
V Nigam,GT,180.5410740740741,240.8751941806426,421.4162682547167,0
V Suryavanshi,PBKS,419.4469869848156,0.0,419.4469869848156,0
JP Inglis,GT,417.9795135135134,0.0,417.9795135135134,2
B Kumar,KKR,0.0,408.9446724258939,408.9446724258939,1
Tanush Kotian,CSK,176.0156666666667,227.0880562496598,403.1037229163264,0
PD Salt,RCB,403.015328320802,0.0,403.015328320802,3
AR Ramjani,PBKS,38.30028571428571,363.9600037344537,402.2602894487394,0
Salil Arora,RCB,400.6980122850123,0.0,400.6980122850123,2
R Parag,GT,266.3157034220532,132.4404435446455,398.7561469666987,0
Karan Lal,RR,80.55478260869565,311.6718585652141,392.2266411739097,1
SV Samson,GT,387.6636463104326,0.0,387.6636463104326,1
MJ Owen,DC,265.3179808102345,121.7505441476762,387.0685249579108,1
YBK Jaiswal,RR,374.4249280742459,0.0,374.4249280742459,0
Shaheen Shah Afridi,MI,71.91368965517242,301.1169465433603,373.0306361985328,0
Tilak Varma,CSK,368.8687224880383,0.0,368.8687224880383,1
Sameer Rizvi,LSG,366.0248837209302,0.0,366.0248837209302,1
MP Yadav,PBKS,-18.92684848484848,380.6523975260062,361.7255490411577,2
Shubman Gill,LSG,352.5656817155756,0.0,352.5656817155756,1
KL Rahul,SRH,351.5159122807017,0.0,351.5159122807017,3
AK Markram,DC,127.75,222.1611346384501,349.9111346384501,1
YK Pathan,KKR,128.1513060686016,217.5004353741497,345.6517414427512,0
LS Livingstone,KKR,118.2611798839458,225.9765488903051,344.2377287742509,1
Naman Dhir,GT,339.8714439834025,0.0,339.8714439834025,0
Tarang Gohel,DC,336.2968109452736,0.0,336.2968109452736,1
JG Bethell,RR,144.4569752704791,191.1051193409986,335.5620946114777,0
Arshad Khan,DC,146.1110116550117,187.3238217331906,333.4348333882023,0
Shashank Singh,PBKS,197.4172322899506,135.3962228375957,332.8134551275463,1
JJ Smit,PBKS,100.1786129032258,232.0826075676314,332.2612204708573,0
FH Allen,PBKS,330.9995128205128,0.0,330.9995128205128,2
Chirag Jani,CSK,188.0993441108545,141.1645491923642,329.2638933032187,0
RG Sharma,KKR,320.705089201878,0.0,320.705089201878,1
SA Yadav,DC,317.466625,0.0,317.466625,0
Usman Khan (2),CSK,127.1419215686275,183.5313844240986,310.673305992726,0
BM Duckett,SRH,306.9662528735632,0.0,306.9662528735632,0
HJ Manenti,CSK,0.0,304.2442475401499,304.2442475401499,1
N Pooran,MI,296.1005886939571,0.0,296.1005886939571,0
Utkarsh Singh,PBKS,123.6271111111111,172.2822912711708,295.9094023822819,0
Kartik Sharma,SRH,293.2918947368421,0.0,293.2918947368421,0
N Sindhu,DC,290.5179016393442,0.0,290.5179016393442,0
V Kohli,RR,287.605470437018,0.0,287.605470437018,1
Sakibul Gani,RCB,236.6157619047619,50.85681057268722,287.4725724774491,0
Priyansh Arya,RCB,286.1113553299492,0.0,286.1113553299492,1
VR Iyer,SRH,180.4709289827255,105.2826896948762,285.7536186776018,0
J Fraser-McGurk,KKR,285.5113678756476,0.0,285.5113678756476,0
H Ssenyondo,LSG,0.0,282.5854572388896,282.5854572388896,0
JC Buttler,LSG,281.4944574898785,0.0,281.4944574898785,2
Pulkit Narang,RR,0.0,281.3849749051884,281.3849749051884,0
Urvil Patel,MI,278.5493333333333,0.0,278.5493333333333,1
MA Starc,KKR,0.0,267.8529821718956,267.8529821718956,0
WL Madsen,MI,267.6776865671642,0.0,267.6776865671642,1
NT Ellis,SRH,-52.07999999999999,316.6670985774354,264.5870985774354,0
R Sai Kishore,MI,81.4673441108545,182.311757461679,263.7791015725335,0
RA Jadeja,SRH,181.9519016393442,81.59015783035979,263.542059469704,0
Imran Tahir,CSK,0.0,263.4070542042776,263.4070542042776,2
JR Hazlewood,RR,0.0,261.0514791719908,261.0514791719908,0
DW Lawrence,DC,122.1785079365079,134.9465796985461,257.125087635054,0
JA Duffy,GT,0.0,250.5052144017092,250.5052144017092,0
KA Pollard,CSK,246.0201360691145,0.0,246.0201360691145,1
Ravi Teja,RCB,0.0,245.9270746171391,245.9270746171391,1
HH Pandya,MI,177.2454426229508,65.38002400447206,242.6254666274229,0
SS Iyer,LSG,241.2689905956113,0.0,241.2689905956113,0
Aniket Verma,RR,238.0682171945701,0.0,238.0682171945701,1
P Simran Singh,SRH,237.8410740740741,0.0,237.8410740740741,0
A Nagwaswalla,RR,0.0,237.0483932336562,237.0483932336562,1
Atharva Taide,MI,233.3896381156317,0.0,233.3896381156317,1
CV Varun,PBKS,0.0,228.4276798438116,228.4276798438116,0
A Zampa,SRH,0.0,228.3225327621117,228.3225327621117,0
TP Ura,PBKS,227.3919113680154,0.0,227.3919113680154,0
JM Sharma,RCB,221.0993578528827,0.0,221.0993578528827,0
PHKD Mendis,DC,128.8682158590308,92.08925106192711,220.957466920958,0
GD Phillips,GT,196.4792307692308,23.90430769230769,220.3835384615384,0
GF Linde,GT,0.0,219.878303030303,219.878303030303,2
AM Rahane,MI,219.7185440613027,0.0,219.7185440613027,0
Harsh Dubey,RCB,0.0,218.1546217228464,218.1546217228464,0
Sufiyan Muqeem,GT,0.0,217.7124549763033,217.7124549763033,0
JC Archer,LSG,0.0,217.3830908147888,217.3830908147888,1
R Powell,LSG,171.1432617449664,46.17293997965412,217.3162017246206,0
C Connolly,PBKS,105.6906606822262,107.7353333333333,213.4259940155595,0
Nithish Kumar Reddy,SRH,144.2892783505154,67.58552704943085,211.8748053999463,0
Abdul Samad,LSG,102.278,107.8328446036722,210.1108446036722,0
JM Coles,MI,39.10184935701163,170.6211192411343,209.7229685981459,0
KA Maharaj,SRH,0.0,209.6723798932082,209.6723798932082,0
Samant Jakhar,DC,68.84381818181818,140.5343374758354,209.3781556576536,0
JJ Bumrah,DC,0.0,205.7095410785378,205.7095410785378,1
BJ McMullen,RR,121.165,83.22896174863388,204.3939617486339,0
AD Russell,DC,132.4142510460251,71.7871277019519,204.201378747977,0
TH David,PBKS,198.7591111111111,0.0,198.7591111111111,0
MR Marsh,SRH,196.3256823266219,0.0,196.3256823266219,1
Ravi Singh,KKR,188.745523206751,0.0,188.745523206751,0
BA Stokes,RR,109.0571111111111,78.84137287126354,187.8984839823747,0
Harshit Rana,KKR,-0.4568620689655147,186.7227587851104,186.2658967161449,0
Ashwin Das,LSG,0.0,179.5409722605637,179.5409722605637,1
Shivam Shukla,MI,0.0,179.245342232843,179.245342232843,0
T Natarajan,CSK,0.0,175.5764940351201,175.5764940351201,1
Ashutosh Sharma,RCB,0.0,174.7385749048304,174.7385749048304,0
Tanay Thyagarajan,RCB,0.0,174.4666505393175,174.4666505393175,0
M Siddharth,CSK,0.0,172.9695555555556,172.9695555555556,0
RR Patel,RCB,31.25033333333333,139.6341791795779,170.8845125129113,0
Tripuresh Singh,RCB,0.0,165.5444444444445,165.5444444444445,0
V Puthur,DC,0.0,164.0563492063492,164.0563492063492,0
Shahbaz Ahmed,LSG,0.0,163.0486289308176,163.0486289308176,0
YS Chahal,RCB,0.0,161.6927612722779,161.6927612722779,0
Ravi Bishnoi,GT,0.0,159.3692569977631,159.3692569977631,0
RD Gaikwad,GT,158.7452368866328,0.0,158.7452368866328,0
AM Hardie,CSK,84.24617061611374,71.53772566577123,155.783896281885,0
RR Rossouw,SRH,154.5656823266219,0.0,154.5656823266219,0
N Rana,PBKS,154.2408899082569,0.0,154.2408899082569,0
KD Karthik,RR,153.7799069767442,0.0,153.7799069767442,0
EA Brookes,RCB,39.75615384615384,113.9722222222222,153.7283760683761,0
HS Desai,CSK,153.1929411764706,0.0,153.1929411764706,0
R Shepherd,GT,0.0,151.7180971938411,151.7180971938411,0
RK Singh,MI,150.265015015015,0.0,150.265015015015,0
T Stubbs,CSK,149.3224751009421,0.0,149.3224751009421,0
AB de Villiers,RR,148.5627958412098,0.0,148.5627958412098,0
Jay Gohil,LSG,147.2038095238095,0.0,147.2038095238095,0
AA Kulkarni,GT,145.1439016393443,0.0,145.1439016393443,0
Harsh Tyagi,SRH,0.0,143.0449805579036,143.0449805579036,0
RM Patidar,KKR,141.384932938856,0.0,141.384932938856,1
VG Arora,KKR,0.0,140.4543919647232,140.4543919647232,0
MW Short,MI,139.2569019607843,0.0,139.2569019607843,0
Mohit Redkar,CSK,0.0,138.4459824561404,138.4459824561404,0
HV Patel,GT,0.0,135.1265714285714,135.1265714285714,0
LI Meriwala,DC,0.0,134.7491107779444,134.7491107779444,0
MS Dhoni,CSK,134.7336381156317,0.0,134.7336381156317,0
TA Boult,MI,0.0,134.1981750245821,134.1981750245821,0
Abishek Porel,RR,133.9329298245614,0.0,133.9329298245614,0
Karan Shinde,RCB,130.639470437018,0.0,130.639470437018,0
R Ashwin,KKR,0.0,130.0035780346821,130.0035780346821,1
Shakib Al Hasan,PBKS,0.0,129.9286534667518,129.9286534667518,0
Akash Vasisht,SRH,0.0,129.6568130511464,129.6568130511464,0
Mohammad Amir,LSG,0.0,129.2179487179487,129.2179487179487,0
DS Rathi,KKR,0.0,127.1530394116971,127.1530394116971,0
SL Malinga,PBKS,0.0,126.7246922094508,126.7246922094508,0
K Kartikeya,LSG,0.0,126.0248971495249,126.0248971495249,0
SR Dickson,RCB,124.3790034904014,0.0,124.3790034904014,0
M Pathirana,RCB,0.0,123.4689896519884,123.4689896519884,0
H Klaasen,CSK,122.195,0.0,122.195,0
Suryansh Shedge,CSK,121.9399016393443,0.0,121.9399016393443,0
Swapnil Singh,CSK,0.0,120.4128846036119,120.4128846036119,0
Tushar Raheja,SRH,120.2051958568738,0.0,120.2051958568738,0
Mohammad Ghazanfar,SRH,0.0,119.9629122807017,119.9629122807017,0
JN Loftie-Eaton,RR,0.0,119.8749759450172,119.8749759450172,0
Ankit Kumar,RR,119.470081300813,0.0,119.470081300813,0
Ishan Kishan,MI,119.0065674255692,0.0,119.0065674255692,0
Mohammed Shami,LSG,0.0,118.2889229377168,118.2889229377168,0
AS Roy,GT,0.0,118.2022193758895,118.2022193758895,0
Smaran Ravichandran,PBKS,117.923945945946,0.0,117.923945945946,0
RD Rickelton,LSG,114.0725108225108,0.0,114.0725108225108,0
TB Robinson,RR,113.4853060556465,0.0,113.4853060556465,0
Naveen-ul-Haq,SRH,0.0,112.4250769230769,112.4250769230769,0
D Wiese,GT,0.0,112.3808343079922,112.3808343079922,0
S Lamichhane,DC,0.0,111.0077545220971,111.0077545220971,0
KH Pandya,RR,0.0,110.9940200501253,110.9940200501253,0
Kumar Kushagra,GT,107.4072281134402,0.0,107.4072281134402,0
C Sakariya,SRH,0.0,105.4408888888889,105.4408888888889,0
MP Stoinis,KKR,104.3800652920962,0.0,104.3800652920962,0
Rishad Hossain,RR,0.0,104.1097777777778,104.1097777777778,0
Mohammad Nabi,LSG,0.0,101.3659784946236,101.3659784946236,0
Prashant Veer,DC,0.0,101.2050394116971,101.2050394116971,0
Anmolpreet Singh,CSK,100.9250922509225,0.0,100.9250922509225,0
AR Patel,CSK,0.0,98.34712651265126,98.34712651265126,0
DA Payne,PBKS,0.0,96.54648439280018,96.54648439280018,0
Yudhvir Singh,RCB,0.0,96.11199616436119,96.11199616436119,0
Hassan Nawaz,RCB,95.81372506082724,0.0,95.81372506082724,0
Cheepurapalli Stephen,CSK,0.0,93.56235905856595,93.56235905856595,0
SH Johnson,GT,0.0,93.41969679300291,93.41969679300291,0
Sonu Yadav,PBKS,0.0,92.73184900551911,92.73184900551911,0
B Sai Sudharsan,PBKS,90.0013057176196,0.0,90.0013057176196,0
Avesh Khan,GT,0.0,88.12424242424242,88.12424242424242,0
TM Head,RR,86.34630605564648,0.0,86.34630605564648,0
SS Ghosh,MI,0.0,83.42698550724637,83.42698550724637,0
Yash Thakur,MI,0.0,82.56759477124183,82.56759477124183,0
D Ferreira,GT,0.0,82.38191720145967,82.38191720145967,0
Jagjit Singh,SRH,0.0,80.96334442321381,80.96334442321381,0
Fazalhaq Farooqi,CSK,0.0,80.5660248040248,80.5660248040248,0
Naseem Shah,LSG,0.0,78.36287775982767,78.36287775982767,0
Kuldeep Yadav,SRH,0.0,68.14521815889029,68.14521815889029,0
CV Milind,SRH,0.0,67.82131195625155,67.82131195625155,0
Washington Sundar,PBKS,0.0,65.45557575757576,65.45557575757576,0
DS Airee,CSK,62.61499999999999,0.0,62.61499999999999,0
Khrievitso Kense,RCB,0.0,60.542940286956,60.542940286956,0
Shadab Khan,SRH,0.0,60.42870588235294,60.42870588235294,0
RK Bhui,KKR,57.69415384615385,0.0,57.69415384615385,0
D Brevis,LSG,57.6647037037037,0.0,57.6647037037037,0
Rashid Khan,MI,0.0,52.04976911976912,52.04976911976912,0
Ishaan Gadekar,SRH,48.46601268742793,0.0,48.46601268742793,0
N Wadhera,KKR,47.3618064516129,0.0,47.3618064516129,0
Kaleem Sana,RCB,0.0,45.23890909090909,45.23890909090909,0
Yuvraj Singh,CSK,0.0,40.31550841750841,40.31550841750841,0
Jaskaran Singh,KKR,35.498,0.0,35.498,0
Harpreet Brar,GT,0.0,23.82941940412529,23.82941940412529,0
RR Pant,GT,0.0,0.0,0.0,0
Rahul Singh,RCB,0.0,0.0,0.0,0
A Kamboj,GT,0.0,0.0,0.0,0
Zeeshan Ansari,SRH,0.0,0.0,0.0,0
VS Halambage,RCB,0.0,0.0,0.0,0
NA Rathva,RR,0.0,0.0,0.0,0
RE van der Merwe,GT,0.0,0.0,0.0,0
Khushdil Shah,DC,0.0,0.0,0.0,0
KK Ahmed,RR,0.0,0.0,0.0,0
D Padikkal,KKR,0.0,0.0,0.0,0
AGS Gous,KKR,0.0,0.0,0.0,0
SN Khan,RCB,0.0,0.0,0.0,0
SS Prabhudessai,MI,0.0,0.0,0.0,0
Sanvir Singh,GT,0.0,0.0,0.0,0
B Indrajith,RCB,0.0,0.0,0.0,0
Dhruv Jurel,KKR,0.0,0.0,0.0,0
Yashvardhan Dalal,DC,0.0,0.0,0.0,0
Tejasvi Dahiya,LSG,0.0,0.0,0.0,0
SPD Smith,CSK,0.0,0.0,0.0,0
A Mhatre,KKR,0.0,0.0,0.0,0
Rasikh Salam,MI,0.0,0.0,0.0,0
Mukul Choudhary,DC,0.0,0.0,0.0,0
R Sanjay Yadav,PBKS,0.0,0.0,0.0,0
Faisal Khan,RCB,0.0,0.0,0.0,0
Ashwani Kumar,RR,0.0,0.0,0.0,0
M Hemanth Reddy,PBKS,0.0,0.0,0.0,0
Aman Rao,DC,0.0,0.0,0.0,0
RA Bawa,SRH,0.0,0.0,0.0,0
Ramandeep Singh,LSG,0.0,0.0,0.0,0
MR Adair,RR,0.0,0.0,0.0,0
Shashwat Rawat,PBKS,0.0,0.0,0.0,0
T Banton,MI,0.0,0.0,0.0,0
S Gopal,GT,0.0,0.0,0.0,0
